gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2233227093	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691828189	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Bosque del Rio Tigre Lodge	Puntarenas		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.52111	-83.39991							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691828189				CC0_1_0		obsr673758			2019-03-31T21:03:56.164Z		
2233226777	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691814993	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Bosque del Rio Tigre Lodge	Puntarenas		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.52111	-83.39991							2018-12-28T00:00:00Z	28	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691814993				CC0_1_0		obsr197149			2019-03-31T21:03:56.039Z		
2233212411	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691752631	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	PN Corcovado--San Pedrillo	Puntarenas		2	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.62076	-83.734875							2018-12-31T00:00:00Z	31	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691752631				CC0_1_0		obsr423008			2019-03-31T21:03:47.174Z		COORDINATE_ROUNDED
2233207970	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691733538	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Los Sueños Resort	Puntarenas		8	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.654914	-84.656647							2018-11-29T00:00:00Z	29	11	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691733538				CC0_1_0		obsr557740			2019-03-31T21:03:45.967Z		COORDINATE_ROUNDED
2233169934	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691551843	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Macaw Lodge	San José		3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.728385	-84.518613							2018-12-31T00:00:00Z	31	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691551843				CC0_1_0		obsr641368			2019-03-31T21:03:20.024Z		COORDINATE_ROUNDED
2233162889	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691521460	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	CR-Puntarenas-Garabito (9.7775,-84.6302)	Puntarenas		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.777467	-84.630223							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691521460				CC0_1_0		obsr726801			2019-03-31T21:03:16.706Z		
2233162561	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691521199	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Calle Piedra Bruja, Garabito CR-Puntarenas (9.6419,-84.6138)	Puntarenas		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.64186	-84.613804							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691521199				CC0_1_0		obsr726801			2019-03-31T21:03:16.923Z		
2233134465	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691389607	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Curu Wildlife Reserve	Puntarenas		6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.787129	-84.925968							2018-12-27T00:00:00Z	27	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691389607				CC0_1_0		obsr540781			2019-03-31T21:03:02.211Z		COORDINATE_ROUNDED
2233129991	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691370786	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	Bosque del Rio Tigre Lodge	Puntarenas		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	8.52111	-83.39991							2018-12-27T00:00:00Z	27	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691370786				CC0_1_0		obsr197149			2019-03-31T21:03:00.239Z		
2233120184	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS691332689	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Ara	Ara macao		SPECIES	Ara macao (Linnaeus, 1758)	Ara macao		CR	CR-Puntarenas-Parrita (9.5247,-84.4537)	Puntarenas		4	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.52467	-84.453689							2018-12-30T00:00:00Z	30	12	2018	5959227	5959227	HUMAN_OBSERVATION	CLO	EBIRD	OBS691332689				CC0_1_0		obsr637127			2019-03-31T21:02:56.023Z		
